"address","categoryName","claimThisBusiness","googleFoodUrl","hotelStars","location/lat","location/lng","locatedIn","openingHours/0/day","openingHours/0/hours","openingHours/1/day","openingHours/1/hours","openingHours/2/day","openingHours/2/hours","openingHours/3/day","openingHours/3/hours","openingHours/4/day","openingHours/4/hours","openingHours/5/day","openingHours/5/hours","openingHours/6/day","openingHours/6/hours","price","rank","state","street","title","totalScore","url","website","reviewsCount"
"16 Đ. Đào Tông Nguyên, Phú Xuân, Nhà Bè, Hồ Chí Minh, Việt Nam","Nhà hàng","true",,,"10.682643","106.7481605",,,,,,,,,,,,,,,,,"20","Nhà Bè, Hồ Chí Minh","16 Đ. Đào Tông Nguyên","Công Ty Tnhh Thương Mại Lộc Thành Phát",,"https://www.google.com/maps/search/?api=1&query=C%C3%B4ng%20Ty%20Tnhh%20Th%C6%B0%C6%A1ng%20M%E1%BA%A1i%20L%E1%BB%99c%20Th%C3%A0nh%20Ph%C3%A1t&query_place_id=ChIJp2bcNcc6dTERXN5bQrVwyF4",,"0"
"238, Huỳnh Tấn Phát, Khu Phố 4, Nhà Bè, Hồ Chí Minh, Việt Nam","Nhà hàng bán đồ ăn mang về","true",,,"10.6861647","106.7446547",,,,,,,,,,,,,,,,,"8","Nhà Bè, Hồ Chí Minh","238, Huỳnh Tấn Phát","Quán 238",,"https://www.google.com/maps/search/?api=1&query=Qu%C3%A1n%20238&query_place_id=ChIJ21zxJZY7dTERqoy4QLVIJcw",,"0"
"83/76/21/4 Đ. Đào Tông Nguyên, TT. Nhà Bè, Nhà Bè, Hồ Chí Minh, Việt Nam","Nhà hàng bán đồ ăn mang về","true",,,"10.6863449","106.7490003","Chung cư Sài Gòn Mới","Thứ Ba","13:30 to 22:30","Thứ Tư","13:30 to 22:30","Thứ Năm","13:30 to 22:30","Thứ Sáu","13:30 to 22:30","Thứ Bảy","13:30 to 22:30","Chủ Nhật","13:30 to 22:30","Thứ Hai","13:30 to 22:30",,"5","Nhà Bè, Hồ Chí Minh","83/76/21/4 Đ. Đào Tông Nguyên","Phạm - Chè khúc bạch phô mai SG",,"https://www.google.com/maps/search/?api=1&query=Ph%E1%BA%A1m%20-%20Ch%C3%A8%20kh%C3%BAc%20b%E1%BA%A1ch%20ph%C3%B4%20mai%20SG&query_place_id=ChIJBX8b5LY7dTER-DqGS4i4Vjs","http://facebook.com/phamkhucbachphomai","0"
"2315 Huỳnh Tấn Phát, TT. Nhà Bè, Nhà Bè, Hồ Chí Minh, Việt Nam","Nhà hàng","false","https://food.google.com/chooseprovider?restaurantId=/g/11sgzwb17g&g2lbs=AOHF13ntSRNixKi1__6B64B5AByu92xwOFMlLbre_nVnIPsrmUfuPTYmReMGD4fXU1b_M8anPI06Xz__uK8J3IKAqOMzc7hHqLO-gpVjqCuOQQ1ycDUHojc%3D&hl=vi-US&gl=us&fo_m=MfohQo559jFvMUOzJVpjPL1YMfZ3bInYwBDuMfaXTPp5KXh-&utm_source=tactile&gei=onF6ZqraLYv9kPIPofu2kAk&ei=onF6ZqraLYv9kPIPofu2kAk&fo_s=OA,SOE&opi=79508299&foub=mcpp",,"10.6856242","106.744494",,"Thứ Ba","10:00 to 23:00","Thứ Tư","10:00 to 23:00","Thứ Năm","10:00 to 23:00","Thứ Sáu","10:00 to 23:00","Thứ Bảy","10:00 to 23:00","Chủ Nhật","10:00 to 23:00","Thứ Hai","10:00 to 23:00",,"3","Nhà Bè, Hồ Chí Minh","2315 Huỳnh Tấn Phát","Quán Chè Quỳnh Anh","3.5","https://www.google.com/maps/search/?api=1&query=Qu%C3%A1n%20Ch%C3%A8%20Qu%E1%BB%B3nh%20Anh&query_place_id=ChIJ6bhi9EwldTER6lkGbsulqU4",,"4"
"24 Đ. Đào Tông Nguyên, Phú Xuân, Nhà Bè, Hồ Chí Minh, Việt Nam","Quán ăn nhỏ","false",,,"10.6834957","106.7486911",,"Thứ Ba","10:00 to 21:00","Thứ Tư","10:00 to 21:00","Thứ Năm","10:00 to 21:00","Thứ Sáu","10:00 to 21:00","Thứ Bảy","10:00 to 21:00","Chủ Nhật","10:00 to 21:00","Thứ Hai","10:00 to 21:00","$$","2","Nhà Bè, Hồ Chí Minh","24 Đ. Đào Tông Nguyên","Quán Tư Tàu","4","https://www.google.com/maps/search/?api=1&query=Qu%C3%A1n%20T%C6%B0%20T%C3%A0u&query_place_id=ChIJ11cmNMc6dTER3IVoX-Lb9MY","https://www.foody.vn/ho-chi-minh/quan-tu-tau","105"
"MPVR+M3Q, TT. Nhà Bè, Nhà Bè, Hồ Chí Minh, Việt Nam","Điểm thu hút khách du lịch","true",,,"10.6942125","106.7402431",,,,,,,,,,,,,,,,,"1","Nhà Bè, Hồ Chí Minh","MPVR+M3Q","hung",,"https://www.google.com/maps/search/?api=1&query=hung&query_place_id=ChIJ--g_-BI7dTERa4MHjk0Qabw",,"0"
"16 2020, Phú Xuân, Nhà Bè, Hồ Chí Minh, Việt Nam","Vườn","true",,,"10.6913983","106.7402581",,,,,,,,,,,,,,,,,"10","Nhà Bè, Hồ Chí Minh","16 2020","Kim Tuyen vuon san thuong mini",,"https://www.google.com/maps/search/?api=1&query=Kim%20Tuyen%20vuon%20san%20thuong%20mini&query_place_id=ChIJIRnIwTo7dTERXUB2CrJ50T8",,"0"
"2317 A Huỳnh Tấn Phát, khu phố 7, Nhà Bè, Hồ Chí Minh 084084, Việt Nam","Công viên","false",,,"10.6855608","106.7451181",,"Thứ Ba","Mở cửa cả ngày","Thứ Tư","Mở cửa cả ngày","Thứ Năm","Mở cửa cả ngày","Thứ Sáu","Mở cửa cả ngày","Thứ Bảy","Mở cửa cả ngày","Chủ Nhật","Mở cửa cả ngày","Thứ Hai","Mở cửa cả ngày",,"3","Nhà Bè, Hồ Chí Minh","2317 A Huỳnh Tấn Phát","CONG VIEN ONG LIEM","5","https://www.google.com/maps/search/?api=1&query=CONG%20VIEN%20ONG%20LIEM&query_place_id=ChIJExYGfBc7dTERmX-n9ImRGvk",,"3"
"40 Đ. Đào Tông Nguyên, Phú Xuân, Nhà Bè, Hồ Chí Minh, Việt Nam","Công viên","true",,,"10.6846034","106.7499531",,"Thứ Ba","07:00 to 18:00","Thứ Tư","07:00 to 18:00","Thứ Năm","07:00 to 18:00","Thứ Sáu","07:00 to 18:00","Thứ Bảy","07:00 to 18:00","Chủ Nhật","07:00 to 18:00","Thứ Hai","07:00 to 18:00",,"14","Nhà Bè, Hồ Chí Minh","40 Đ. Đào Tông Nguyên","Vườn rau",,"https://www.google.com/maps/search/?api=1&query=V%C6%B0%E1%BB%9Dn%20rau&query_place_id=ChIJj94CT8w7dTERshaJqqfMj4w",,"0"
"51 Đặng Nhữ Lâm, TT. Nhà Bè, Nhà Bè, Hồ Chí Minh, Việt Nam","Vườn thực vật","false",,,"10.696003","106.743745",,"Thứ Ba","09:00 to 17:00","Thứ Tư","09:00 to 17:00","Thứ Năm","09:00 to 17:00","Thứ Sáu","09:00 to 17:00","Thứ Bảy","09:00 to 17:00","Chủ Nhật","Đóng cửa","Thứ Hai","09:00 to 17:00",,"21","Nhà Bè, Hồ Chí Minh","51 Đặng Nhữ Lâm","Bonsai Saigon Garden","3.7","https://www.google.com/maps/search/?api=1&query=Bonsai%20Saigon%20Garden&query_place_id=ChIJ_SQeIx87dTERJFoAVTYqp6U",,"46"
"116 Huỳnh Tấn Phát, TT. Nhà Bè, Nhà Bè, Hồ Chí Minh, Việt Nam","Vườn","true",,,"10.698486","106.7357434",,,,,,,,,,,,,,,,,"10","Nhà Bè, Hồ Chí Minh","116 Huỳnh Tấn Phát","Pé Rice",,"https://www.google.com/maps/search/?api=1&query=P%C3%A9%20Rice&query_place_id=ChIJpRALzMs7dTERYMfiRc75PSI",,"0"
"MPVG+M35, Phước Kiển, Nhà Bè, Hồ Chí Minh, Việt Nam","Công viên","true",,,"10.6941371","106.7252202",,,,,,,,,,,,,,,,,"3","Nhà Bè, Hồ Chí Minh","MPVG+M35","Công viên cảnh quan de Rio",,"https://www.google.com/maps/search/?api=1&query=C%C3%B4ng%20vi%C3%AAn%20c%E1%BA%A3nh%20quan%20de%20Rio&query_place_id=ChIJHbY3BgU7dTERD818PRmJY4I",,"0"
"71/51/49 Đ. Đào Tông Nguyên, khu phố 7, Nhà Bè, Hồ Chí Minh 758000, Việt Nam","Bãi đỗ xe","true",,,"10.684745","106.747474",,"Thứ Ba","Mở cửa cả ngày","Thứ Tư","Mở cửa cả ngày","Thứ Năm","Mở cửa cả ngày","Thứ Sáu","Mở cửa cả ngày","Thứ Bảy","Mở cửa cả ngày","Chủ Nhật","Mở cửa cả ngày","Thứ Hai","Mở cửa cả ngày",,"26","Nhà Bè, Hồ Chí Minh","71/51/49 Đ. Đào Tông Nguyên","Sân bóng đá Sài gòn mới","5","https://www.google.com/maps/search/?api=1&query=S%C3%A2n%20b%C3%B3ng%20%C4%91%C3%A1%20S%C3%A0i%20g%C3%B2n%20m%E1%BB%9Bi&query_place_id=ChIJ33T3VgA7dTERQTCUOSS6Qms",,"1"
"27 Huỳnh Tấn Phát, TT. Nhà Bè, Nhà Bè, Hồ Chí Minh, Việt Nam","Khách sạn","true",,,"10.6830838","106.7462583",,,,,,,,,,,,,,,,,"24","Nhà Bè, Hồ Chí Minh","27 Huỳnh Tấn Phát","Khách Sạn Phượng Hoàng","4.1","https://www.google.com/maps/search/?api=1&query=Kh%C3%A1ch%20S%E1%BA%A1n%20Ph%C6%B0%E1%BB%A3ng%20Ho%C3%A0ng&query_place_id=ChIJ86lwTb86dTERLfjRi59tIk8",,"33"
"12/19 Huỳnh Tấn Phát, TT. Nhà Bè, Nhà Bè, Hồ Chí Minh, Việt Nam","Khách sạn","true",,,"10.6962444","106.7415244",,,,,,,,,,,,,,,,,"22","Nhà Bè, Hồ Chí Minh","12/19 Huỳnh Tấn Phát","Khách sạn ALYNA","5","https://www.google.com/maps/search/?api=1&query=Kh%C3%A1ch%20s%E1%BA%A1n%20ALYNA&query_place_id=ChIJL97vSE07dTERuhDNbgjzhe0",,"1"
"2389 Huỳnh Tấn Phát, TT. Nhà Bè, Nhà Bè, Hồ Chí Minh, Việt Nam","Khách sạn","true",,,"10.6830916","106.7462426",,,,,,,,,,,,,,,,,"23","Nhà Bè, Hồ Chí Minh","2389 Huỳnh Tấn Phát","Hội An Hotel","3","https://www.google.com/maps/search/?api=1&query=H%E1%BB%99i%20An%20Hotel&query_place_id=ChIJpd77Tb86dTER0aW3bwnueCs",,"1"
"66/1 Đặng Nhữ Lâm, TT. Nhà Bè, Nhà Bè, Hồ Chí Minh, Việt Nam","Khách sạn","true",,,"10.6949472","106.7406132",,,,,,,,,,,,,,,,,"23","Nhà Bè, Hồ Chí Minh","66/1 Đặng Nhữ Lâm","Khach san",,"https://www.google.com/maps/search/?api=1&query=Khach%20san&query_place_id=ChIJF4MSNn87dTERxXX9RhsMmyQ",,"0"
"2375 Huỳnh Tấn Phát, TT. Nhà Bè, Nhà Bè, Hồ Chí Minh, Việt Nam","Khách sạn","true",,,"10.6836079","106.7459853",,,,,,,,,,,,,,,,,"22","Nhà Bè, Hồ Chí Minh","2375 Huỳnh Tấn Phát","Hot tet.thảo thi","3.8","https://www.google.com/maps/search/?api=1&query=Hot%20tet.th%E1%BA%A3o%20thi&query_place_id=ChIJnborrLk6dTER6zUcnxm4c38",,"24"
"89 Huỳnh Tấn Phát, Khu Phố 6, Nhà Bè, Hồ Chí Minh 758000, Việt Nam","Khách sạn","true",,,"10.7004791","106.7384515",,,,,,,,,,,,,,,,,"26","Nhà Bè, Hồ Chí Minh","89 Huỳnh Tấn Phát","Cosy",,"https://www.google.com/maps/search/?api=1&query=Cosy&query_place_id=ChIJDaEF10wldTERLAJTqdNrE1M",,"0"
"1 Đặng Nhữ Lâm, TT. Nhà Bè, Nhà Bè, Hồ Chí Minh, Việt Nam","Khách sạn","true",,,"10.6949472","106.7406132",,,,,,,,,,,,,,,,,"21","Nhà Bè, Hồ Chí Minh","1 Đặng Nhữ Lâm","Nha","5","https://www.google.com/maps/search/?api=1&query=Nha&query_place_id=ChIJs_cY2P47dTERXu4iUmQuoRs",,"1"
"45/3 KP6, Phú Xuân, Nhà Bè, Hồ Chí Minh, Việt Nam","Khách sạn","true",,,"10.6939111","106.737605",,,,,,,,,,,,,,,,,"21","Nhà Bè, Hồ Chí Minh","45/3 KP6","Khách Sạn Đức Sang",,"https://www.google.com/maps/search/?api=1&query=Kh%C3%A1ch%20S%E1%BA%A1n%20%C4%90%E1%BB%A9c%20Sang&query_place_id=ChIJl-LChLE6dTERu4TZkL0zH88",,"0"
